,academic_year_first_registration,birth_date,nacionality,num_registrations,num_registrations_course_conferent_degree,working_student,age,total_ects,has_scholarship,moved_student,registrations,repetitions,attendance_T,attendance_TP,attendance_PL,TP_time,PL_time,frequency_grade_result,frequency_grade,normal_grade_result,normal_grade,recovery_grade_result,recovery_grade,valid_final_grade,years_since_registration,dropout
1380,2017/2018,1999-10-06 05:00:00,PRT,1,4,0,21,81.0,False,False,1,0,0.4827586206896552,0.1666666666666666,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1381,2017/2018,1999-11-25 06:00:00,PRT,1,4,0,21,74.0,False,False,1,0,0.7586206896551724,0.6,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,R,7.0,0,1,True
1382,2017/2018,1999-12-02 06:00:00,PRT,1,2,0,21,67.0,False,False,1,0,0.896551724137931,1.0,0.0,16:30:00,16:00:00,R,8.0,AP,11.0,F,0.0,1,1,False
1383,2017/2018,1999-07-23 05:00:00,PRT,1,4,0,21,60.0,False,True,1,0,0.6896551724137931,0.7272727272727273,0.0,16:30:00,16:00:00,R,7.0,R,8.0,R,6.0,0,1,False
1384,2017/2018,1999-10-11 05:00:00,PRT,1,4,0,21,79.0,False,False,1,0,0.7931034482758621,0.8181818181818182,0.0,16:30:00,19:00:00,R,7.0,AP,10.0,F,0.0,1,1,False
1385,2017/2018,1999-03-06 06:00:00,PRT,1,4,0,22,60.0,True,False,1,0,0.8620689655172413,0.6363636363636364,0.0,16:30:00,16:00:00,AP,11.0,AP,11.0,F,0.0,1,1,False
1386,2017/2018,1999-11-06 06:00:00,PRT,1,4,0,21,81.0,True,True,1,0,0.7931034482758621,0.7272727272727273,0.0,16:30:00,19:00:00,R,6.0,R,5.0,R,8.0,0,1,False
1387,2017/2018,1999-06-19 05:00:00,PRT,1,4,0,22,67.0,True,True,1,0,0.8275862068965517,0.8181818181818182,0.0,16:30:00,19:00:00,R,8.0,AP,10.0,F,0.0,1,1,False
1388,2017/2018,1999-11-30 06:00:00,PRT,1,4,0,21,79.0,False,True,1,0,0.5517241379310345,0.0833333333333333,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,R,4.0,0,1,True
1389,2017/2018,1994-05-12 05:00:00,PRT,1,4,0,27,60.0,False,False,1,0,0.7241379310344828,1.0,0.0,16:30:00,21:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1390,2017/2018,1999-05-27 05:00:00,PRT,1,4,0,22,79.0,False,False,1,0,0.896551724137931,0.9166666666666666,0.0,17:00:00,16:00:00,R,8.0,AP,11.0,F,0.0,1,1,False
1391,2017/2018,1999-02-17 06:00:00,PRT,1,4,0,22,67.0,False,True,1,0,0.896551724137931,1.0,0.0,16:30:00,19:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1392,2017/2018,1999-06-24 05:00:00,PRT,1,4,0,22,60.0,False,False,1,0,0.896551724137931,0.8,0.0,20:00:00,19:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1393,2017/2018,1999-06-29 05:00:00,PRT,1,4,0,22,60.0,False,False,1,0,0.896551724137931,0.9,0.0,20:00:00,21:00:00,R,7.0,F,0.0,AP,11.0,1,1,False
1394,2017/2018,1999-02-04 06:00:00,PRT,1,4,0,22,60.0,False,False,1,0,0.896551724137931,1.0,0.0,16:30:00,16:00:00,AP,18.0,F,0.0,F,0.0,1,1,False
1395,2017/2018,1999-07-16 05:00:00,PRT,1,4,0,21,66.0,False,False,1,0,0.7241379310344828,0.9090909090909092,0.0,16:30:00,19:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1396,2017/2018,1999-04-11 05:00:00,PRT,2,4,0,22,60.0,False,False,1,0,0.8275862068965517,0.8181818181818182,0.0,16:30:00,21:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1397,2017/2018,1999-07-06 05:00:00,PRT,1,4,0,22,66.0,False,False,1,0,0.6551724137931034,0.3,0.0,20:00:00,21:00:00,R,9.0,AP,10.0,F,0.0,1,1,False
1398,2017/2018,1999-11-18 06:00:00,PRT,1,4,0,21,80.0,False,False,1,0,0.3793103448275862,0.1818181818181818,0.0,16:30:00,21:00:00,R,5.0,AP,10.0,F,0.0,1,1,False
1399,2017/2018,1999-02-03 06:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.6896551724137931,1.0,0.0,16:30:00,21:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1400,2017/2018,1999-02-03 06:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.9310344827586208,0.8,0.0,20:00:00,19:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
1401,2017/2018,1999-02-15 06:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.8620689655172413,0.9090909090909092,0.0,16:30:00,21:00:00,R,8.0,AP,12.0,AP,11.0,1,1,False
1402,2017/2018,1999-12-09 06:00:00,PRT,1,4,0,21,67.0,False,True,1,0,0.6206896551724138,0.7,0.0,20:00:00,19:00:00,R,8.0,AP,12.0,F,0.0,1,1,False
1403,2017/2018,1999-07-25 05:00:00,PRT,1,4,1,21,60.0,False,True,1,0,0.8275862068965517,1.0,0.0,16:30:00,21:00:00,AP,18.0,F,0.0,F,0.0,1,1,False
1404,2017/2018,1999-05-03 05:00:00,PRT,1,4,0,22,81.0,False,True,1,0,0.5517241379310345,0.4,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1405,2017/2018,1999-06-21 05:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.8620689655172413,1.0,0.0,16:30:00,19:00:00,AP,13.0,F,0.0,F,0.0,1,1,False
1406,2017/2018,1999-02-21 06:00:00,PRT,2,4,0,22,70.0,False,True,1,0,0.8275862068965517,0.8181818181818182,0.0,16:30:00,16:00:00,R,8.0,AP,10.0,F,0.0,1,1,False
1407,2017/2018,1999-06-14 05:00:00,PRT,1,4,0,22,60.0,True,True,1,0,0.896551724137931,0.8181818181818182,0.0,16:30:00,16:00:00,AP,12.0,AP,13.0,F,0.0,1,1,False
1408,2017/2018,1999-12-18 06:00:00,PRT,1,4,0,21,67.0,False,True,1,0,0.8275862068965517,0.9166666666666666,0.0,17:00:00,16:00:00,R,9.0,AP,10.0,F,0.0,1,1,False
1409,2017/2018,1999-03-15 06:00:00,PRT,5,4,0,22,82.0,False,True,1,0,0.6206896551724138,0.9166666666666666,0.0,17:00:00,21:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1410,2017/2018,1999-06-07 05:00:00,PRT,1,4,0,22,74.0,False,True,1,0,0.7241379310344828,0.5454545454545454,0.0,16:30:00,21:00:00,AP,10.0,AP,10.0,F,0.0,1,1,False
1411,2017/2018,1999-06-29 05:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.7586206896551724,0.7,0.0,20:00:00,21:00:00,R,8.0,AP,10.0,F,0.0,1,1,False
1412,2017/2018,1999-10-26 05:00:00,PRT,1,3,0,21,80.0,False,True,1,0,0.1034482758620689,0.0,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1413,2017/2018,1999-09-21 05:00:00,PRT,1,4,0,21,60.0,False,True,1,0,0.7586206896551724,0.7272727272727273,0.0,16:30:00,21:00:00,R,6.0,R,7.0,R,6.0,0,1,False
1414,2017/2018,1999-08-12 05:00:00,PRT,1,4,0,21,73.0,True,True,1,0,0.7931034482758621,1.0,0.0,20:00:00,19:00:00,R,8.0,R,7.0,R,7.0,0,1,False
1415,2017/2018,1999-08-13 05:00:00,PRT,1,4,0,21,60.0,False,True,1,0,0.8275862068965517,0.8181818181818182,0.0,16:30:00,21:00:00,AP,10.0,AP,10.0,F,0.0,1,1,False
1416,2017/2018,1999-02-19 06:00:00,PRT,1,4,0,22,74.0,True,True,1,0,0.7241379310344828,0.75,0.0,17:00:00,16:00:00,R,7.0,R,8.0,R,8.0,0,1,False
1417,2017/2018,1999-12-05 06:00:00,PRT,1,4,0,21,60.0,True,True,1,0,0.6551724137931034,0.8181818181818182,0.0,16:30:00,19:00:00,ADNA,0.0,R,8.0,AP,11.0,1,1,False
1418,2017/2018,1999-08-17 05:00:00,PRT,1,4,0,21,74.0,False,True,1,0,0.6551724137931034,0.6666666666666666,0.0,17:00:00,16:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1419,2017/2018,1998-03-11 06:00:00,PRT,1,4,0,23,80.0,False,True,1,0,0.4827586206896552,0.5,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,R,7.0,0,1,True
1420,2017/2018,1999-07-29 05:00:00,PRT,1,2,0,21,68.0,True,True,1,0,0.3793103448275862,0.1818181818181818,0.0,16:30:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1421,2017/2018,1999-06-01 05:00:00,PRT,1,4,0,22,73.0,False,True,1,0,0.7586206896551724,0.8,0.0,20:00:00,21:00:00,AP,13.0,F,0.0,F,0.0,1,1,False
1422,2017/2018,1999-12-07 06:00:00,PRT,1,4,0,21,79.0,True,True,1,0,0.8275862068965517,0.9090909090909092,0.0,16:30:00,19:00:00,R,8.0,AP,10.0,F,0.0,1,1,False
1423,2017/2018,1999-04-11 05:00:00,PRT,1,4,0,22,60.0,False,True,1,0,0.8275862068965517,0.9,0.0,20:00:00,19:00:00,R,9.0,AP,10.0,F,0.0,1,1,False
1424,2017/2018,1999-10-06 05:00:00,PRT,1,4,0,21,60.0,False,True,1,0,0.3793103448275862,0.8,0.0,20:00:00,21:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
1425,2017/2018,1998-08-06 05:00:00,PRT,1,4,0,22,80.0,False,True,1,0,0.6551724137931034,0.5,0.0,20:00:00,21:00:00,ADNA,0.0,F,0.0,R,3.0,0,1,True
1426,2017/2018,1999-03-09 06:00:00,PRT,1,4,0,22,73.0,True,True,1,0,0.7586206896551724,0.9,0.0,20:00:00,19:00:00,R,7.0,R,7.0,AP,11.0,1,1,False
1427,2017/2018,1999-04-05 05:00:00,PRT,1,4,0,22,74.0,False,True,1,0,0.8620689655172413,0.9166666666666666,0.0,17:00:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
1428,2017/2018,1999-06-25 05:00:00,PRT,1,4,0,22,80.0,False,True,1,0,0.4482758620689655,0.75,0.0,17:00:00,21:00:00,R,7.0,AP,10.0,F,0.0,1,1,False
1429,2017/2018,1999-11-08 06:00:00,PRT,1,4,0,21,60.0,False,True,1,0,0.6896551724137931,0.9090909090909092,0.0,16:30:00,21:00:00,R,9.0,AP,10.0,F,0.0,1,1,False
1430,2017/2018,1999-07-19 05:00:00,PRT,1,4,0,21,80.0,False,True,1,0,0.8275862068965517,0.8333333333333334,0.0,17:00:00,21:00:00,R,7.0,AP,10.0,F,0.0,1,1,False
1431,2017/2018,1999-11-04 06:00:00,PRT,1,4,0,21,67.0,False,True,1,0,0.2068965517241379,0.8,0.0,20:00:00,21:00:00,R,8.0,AP,10.0,F,0.0,1,1,False
1432,2017/2018,1999-07-06 05:00:00,PRT,1,4,0,22,80.0,False,True,1,0,0.2758620689655172,0.8,0.0,20:00:00,21:00:00,R,6.0,R,6.0,R,7.0,0,1,False
1433,2017/2018,1999-11-04 06:00:00,PRT,1,4,0,21,82.0,False,True,1,0,0.7241379310344828,0.5,0.0,17:00:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1434,2017/2018,1999-03-08 06:00:00,PRT,1,4,0,22,81.0,False,True,1,0,0.5862068965517241,0.1666666666666666,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1435,2017/2018,1998-10-12 05:00:00,PRT,1,4,0,22,81.0,True,True,1,0,0.4482758620689655,0.3333333333333333,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,R,5.0,0,1,True
1436,2017/2018,1999-07-09 05:00:00,PRT,3,4,0,22,66.0,False,False,3,0,0.9310344827586208,0.9090909090909092,0.0,16:30:00,16:00:00,AP,15.0,F,0.0,F,0.0,1,1,False
1437,2017/2018,1999-11-04 06:00:00,PRT,1,4,0,21,67.0,True,True,1,0,0.2068965517241379,0.8,0.0,20:00:00,21:00:00,AP,10.0,AP,12.0,F,0.0,1,1,False
1438,2017/2018,1999-04-26 05:00:00,PRT,3,5,0,22,73.0,False,True,2,0,0.2758620689655172,0.6363636363636364,0.0,16:30:00,16:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1439,2018/2019,1993-09-28 05:00:00,ITA,1,0,0,27,19.0,False,True,1,0,0.5517241379310345,0.6666666666666666,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,0,True
1440,2018/2019,1998-11-22 06:00:00,PRT,1,3,0,22,54.0,False,True,1,0,0.5172413793103449,0.6666666666666666,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,R,5.0,0,0,True
1441,2007/2008,1989-08-05 05:00:00,PRT,1,14,1,31,43.0,False,False,1,7,0.1538461538461538,0.2307692307692307,0.0,20:00:00,19:00:00,ADNA,0.0,R,7.0,F,0.0,1,12,True
1442,2007/2008,1989-06-24 05:00:00,PRT,9,13,0,32,66.0,False,True,9,4,0.0,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,R,5.0,R,5.0,0,12,False
1443,2007/2008,1989-05-26 05:00:00,PRT,6,13,0,32,81.0,False,True,6,4,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,12,True
1444,2008/2009,1990-07-25 05:00:00,CPV,7,11,0,30,68.0,False,True,7,2,0.0,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,11,True
1445,2009/2010,1991-03-10 06:00:00,PRT,2,11,0,30,60.0,False,True,2,0,0.2307692307692307,0.3076923076923077,0.0,17:00:00,19:00:00,ADNA,0.0,AP,13.0,F,0.0,1,10,False
1446,2010/2011,1991-11-23 06:00:00,PRT,3,10,0,29,54.0,True,True,3,6,0.0,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,AP,12.0,F,0.0,1,9,False
1447,2011/2012,1992-03-26 06:00:00,PRT,2,9,0,29,72.0,False,True,2,2,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,AP,11.0,F,0.0,1,8,False
1448,2011/2012,1993-08-23 05:00:00,PRT,3,10,0,27,84.0,False,False,3,2,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,8,True
1449,2011/2012,1993-10-06 05:00:00,PRT,3,10,0,27,48.0,False,False,3,6,0.2692307692307692,0.2307692307692307,0.0,17:00:00,16:00:00,ADNA,0.0,AP,11.0,F,0.0,1,8,False
1450,2011/2012,1992-02-18 06:00:00,PRT,3,9,0,29,80.0,False,True,3,0,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,8,False
1451,2011/2012,1993-12-04 06:00:00,PRT,3,10,0,27,84.0,False,True,3,6,0.0384615384615384,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,8,True
1452,2011/2012,1991-06-28 05:00:00,PRT,2,10,0,30,36.0,True,True,2,2,0.1538461538461538,0.3076923076923077,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,8,False
1453,2011/2012,1990-06-21 05:00:00,PRT,4,10,0,31,66.0,False,True,4,4,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,AP,12.0,F,0.0,1,8,False
1454,2012/2013,1994-10-04 05:00:00,PRT,3,8,0,26,72.0,False,True,3,6,0.0769230769230769,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,7,True
1455,2013/2014,1995-10-25 06:00:00,PRT,4,7,0,25,55.0,False,True,4,4,0.0,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1456,2013/2014,1995-10-02 05:00:00,PRT,2,7,0,25,84.0,False,False,2,4,0.2692307692307692,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,AP,13.0,F,0.0,1,6,False
1457,2013/2014,1992-10-13 05:00:00,PRT,2,8,0,28,84.0,False,True,2,3,0.0769230769230769,0.1538461538461538,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,6,False
1458,2013/2014,1995-10-28 06:00:00,PRT,4,8,0,25,74.0,False,True,4,1,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,6,True
1459,2013/2014,1993-05-27 05:00:00,PRT,3,7,0,28,62.0,False,False,3,2,0.1538461538461538,0.2307692307692307,0.0,17:00:00,16:00:00,ADNA,0.0,AP,10.0,F,0.0,1,6,False
1460,2014/2015,1995-08-24 05:00:00,PRT,3,6,0,25,65.0,False,True,3,1,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1461,2014/2015,1996-12-24 06:00:00,PRT,3,7,0,24,74.0,False,True,3,1,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1462,2014/2015,1996-02-29 06:00:00,PRT,3,6,0,25,81.0,False,True,3,1,0.0769230769230769,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,5,True
1463,2015/2016,1997-05-26 05:00:00,PRT,1,6,0,24,73.0,True,True,1,2,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,AP,11.0,F,0.0,1,4,False
1464,2015/2016,1997-06-02 05:00:00,PRT,1,6,0,24,84.0,False,True,1,2,0.2692307692307692,0.3076923076923077,0.0,17:00:00,19:00:00,ADNA,0.0,AP,13.0,F,0.0,1,4,False
1465,2015/2016,1997-09-08 05:00:00,PRT,1,6,0,23,84.0,False,True,1,2,0.2692307692307692,0.3076923076923077,0.0,17:00:00,19:00:00,ADNA,0.0,AP,12.0,F,0.0,1,4,False
1466,2015/2016,1998-05-30 05:00:00,PRT,3,6,0,23,24.0,True,True,2,0,0.2692307692307692,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,AP,14.0,F,0.0,1,4,False
1467,2015/2016,1997-07-04 05:00:00,AGO,2,5,0,24,74.0,False,False,2,1,0.0384615384615384,0.0,0.0,17:00:00,16:00:00,ADNA,0.0,AP,11.0,F,0.0,1,4,False
1468,2016/2017,1997-10-01 05:00:00,ESP,2,6,0,23,57.0,False,False,2,1,0.0,0.2307692307692307,0.0,20:00:00,21:00:00,ADNA,0.0,R,4.0,F,0.0,0,3,True
1469,2016/2017,1997-12-20 06:00:00,BRA,2,5,0,23,72.0,False,True,2,1,0.2307692307692307,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,3,True
1470,2016/2017,1998-02-23 06:00:00,PRT,2,5,0,23,79.0,False,True,2,2,0.2307692307692307,0.2307692307692307,0.0,20:00:00,19:00:00,ADNA,0.0,R,8.0,F,0.0,1,3,True
1471,2016/2017,1998-09-07 05:00:00,PRT,1,5,0,22,61.0,False,False,1,2,0.0769230769230769,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,R,7.0,F,0.0,0,3,True
1472,2016/2017,1997-01-14 06:00:00,PRT,1,5,0,24,72.0,False,False,1,2,0.0384615384615384,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,R,7.0,R,7.0,1,3,False
1473,2016/2017,1998-05-17 05:00:00,PRT,1,5,0,23,68.0,False,True,1,2,0.0769230769230769,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,3,False
1474,2016/2017,1997-05-25 05:00:00,PRT,1,5,0,24,73.0,False,False,1,1,0.1153846153846153,0.2307692307692307,0.0,20:00:00,19:00:00,ADNA,0.0,R,7.0,R,7.0,1,3,False
1475,2016/2017,1997-05-23 05:00:00,PRT,1,5,0,24,80.0,True,True,1,1,0.1153846153846153,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,3,False
1476,2016/2017,1998-04-05 05:00:00,PRT,3,5,0,23,38.0,False,True,2,1,0.2307692307692307,0.1538461538461538,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,3,False
1477,2016/2017,1998-10-27 06:00:00,PRT,1,5,0,22,78.0,False,True,1,1,0.1923076923076923,0.2307692307692307,0.0,17:00:00,22:30:00,ADNA,0.0,AP,10.0,F,0.0,1,3,False
1478,2016/2017,1998-06-08 05:00:00,PRT,1,5,0,23,79.0,True,True,1,1,0.2692307692307692,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,AP,12.0,F,0.0,1,3,False
1479,2017/2018,1999-05-03 05:00:00,PRT,1,4,0,22,75.0,False,True,1,1,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,D,0.0,0,2,True
1480,2017/2018,1998-01-06 06:00:00,PRT,1,4,0,23,84.0,True,True,1,1,0.1923076923076923,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1481,2017/2018,1999-05-21 05:00:00,PRT,1,4,0,22,67.0,False,True,1,0,0.2692307692307692,0.0769230769230769,0.0,20:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1482,2017/2018,1999-08-27 05:00:00,PRT,1,4,0,21,79.0,True,True,1,1,0.2307692307692307,0.3076923076923077,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1483,2017/2018,1999-02-06 06:00:00,PRT,1,4,0,22,80.0,False,True,1,1,0.2307692307692307,0.1538461538461538,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1484,2017/2018,1999-07-13 05:00:00,PRT,2,5,0,21,75.0,False,True,2,1,0.2307692307692307,0.2307692307692307,0.0,20:00:00,22:30:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1485,2017/2018,1999-11-29 06:00:00,PRT,1,4,0,21,74.0,False,False,1,0,0.2692307692307692,0.2307692307692307,0.0,17:00:00,16:00:00,ADNA,0.0,AP,13.0,F,0.0,1,2,False
1486,2017/2018,1999-05-07 05:00:00,PRT,1,4,0,22,84.0,False,False,1,1,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1487,2017/2018,1999-08-23 05:00:00,PRT,1,4,0,21,60.0,False,False,1,1,0.1538461538461538,0.3076923076923077,0.0,17:00:00,21:00:00,ADNA,0.0,R,4.0,F,0.0,0,2,True
1488,2017/2018,1999-10-06 05:00:00,PRT,1,4,0,21,72.0,False,False,1,1,0.1538461538461538,0.2307692307692307,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1489,2017/2018,1999-11-25 06:00:00,PRT,1,4,0,21,73.0,False,False,1,1,0.1538461538461538,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1490,2017/2018,1999-07-23 05:00:00,PRT,1,4,0,21,78.0,False,True,1,1,0.1538461538461538,0.1538461538461538,0.0,20:00:00,21:00:00,ADNA,0.0,AP,11.0,F,0.0,1,2,False
1491,2017/2018,1999-11-06 06:00:00,PRT,1,4,0,21,84.0,True,True,1,1,0.0,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1492,2017/2018,1999-11-30 06:00:00,PRT,1,4,0,21,73.0,False,True,1,1,0.0,0.1538461538461538,0.0,20:00:00,22:30:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1493,2017/2018,1999-06-16 05:00:00,PRT,1,4,0,22,68.0,False,False,1,0,0.2692307692307692,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1494,2017/2018,1999-10-26 05:00:00,PRT,1,3,0,21,73.0,False,True,1,1,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,2,True
1495,2017/2018,1999-09-21 05:00:00,PRT,1,4,0,21,72.0,False,True,1,1,0.0769230769230769,0.0,0.0,17:00:00,21:00:00,ADNA,0.0,AP,12.0,F,0.0,1,2,False
1496,2017/2018,1999-08-12 05:00:00,PRT,1,4,0,21,84.0,True,True,1,1,0.1153846153846153,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,AP,11.0,F,0.0,1,2,False
1497,2017/2018,1999-02-19 06:00:00,PRT,1,4,0,22,75.0,True,True,1,1,0.0,0.0,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1498,2017/2018,1998-03-11 06:00:00,PRT,1,4,0,23,80.0,False,True,1,1,0.1538461538461538,0.0,0.0,20:00:00,16:00:00,ADNA,0.0,AP,13.0,F,0.0,1,2,False
1499,2017/2018,1998-08-06 05:00:00,PRT,1,4,0,22,67.0,False,True,1,1,0.1923076923076923,0.2307692307692307,0.0,17:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1500,2017/2018,1999-04-03 05:00:00,PRT,1,4,0,22,67.0,False,True,1,0,0.2692307692307692,0.1538461538461538,0.0,17:00:00,16:00:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1501,2017/2018,1998-03-02 06:00:00,PRT,1,4,0,23,80.0,False,True,1,0,0.2307692307692307,0.0,0.0,20:00:00,22:30:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1502,2017/2018,1999-11-23 06:00:00,PRT,1,4,0,21,68.0,True,True,1,0,0.2692307692307692,0.1538461538461538,0.0,17:00:00,16:00:00,ADNA,0.0,AP,12.0,F,0.0,1,2,False
1503,2017/2018,1999-11-04 06:00:00,PRT,1,4,0,21,75.0,False,True,1,1,0.0769230769230769,0.1538461538461538,0.0,17:00:00,19:00:00,ADNA,0.0,AP,13.0,F,0.0,1,2,False
1504,2017/2018,1999-03-08 06:00:00,PRT,1,4,0,22,80.0,False,True,1,1,0.1153846153846153,0.1538461538461538,0.0,20:00:00,19:00:00,ADNA,0.0,F,0.0,AP,10.0,1,2,False
1505,2017/2018,1999-04-26 05:00:00,PRT,3,5,0,22,71.0,False,True,3,1,0.2307692307692307,0.2307692307692307,0.0,20:00:00,22:30:00,ADNA,0.0,AP,10.0,F,0.0,1,2,False
1506,2018/2019,2001-05-28 05:00:00,BRA,2,3,0,20,63.0,False,True,2,0,0.2307692307692307,0.2307692307692307,0.0,20:00:00,22:30:00,ADNA,0.0,AP,17.0,F,0.0,1,1,False
1507,2018/2019,1998-04-23 05:00:00,ITA,1,3,0,23,68.0,False,True,1,0,0.2307692307692307,0.2307692307692307,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1508,2018/2019,1998-07-20 05:00:00,BRA,1,3,0,22,75.0,False,True,1,0,0.2692307692307692,0.2307692307692307,0.0,17:00:00,21:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1509,2018/2019,2000-10-02 05:00:00,PRT,1,3,0,20,67.0,False,False,1,0,0.1923076923076923,0.1538461538461538,0.0,17:00:00,19:00:00,ADNA,0.0,F,0.0,F,0.0,0,1,True
1510,2018/2019,1998-11-22 06:00:00,PRT,1,3,0,22,72.0,False,True,1,1,0.1923076923076923,0.0769230769230769,0.0,17:00:00,19:00:00,ADNA,0.0,AP,13.0,F,0.0,1,1,False
1511,2018/2019,1999-08-18 05:00:00,PRT,1,3,0,21,67.0,False,True,1,0,0.2307692307692307,0.0,0.0,20:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,1,False
1512,2018/2019,2000-02-17 06:00:00,PRT,1,3,0,21,67.0,False,True,1,0,0.2307692307692307,0.2307692307692307,0.0,20:00:00,19:00:00,ADNA,0.0,AP,10.0,F,0.0,1,1,False
